"ReleaseIndex","Version","CommitId","FQCN","OriginalClassPath","SonarPath"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.ManagedInstanceProvider","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ManagedInstanceProvider.java","src/main/java/org/apache/openjpa/enhance/ManagedInstanceProvider.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.PCClassFileTransformer","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCClassFileTransformer.java","src/main/java/org/apache/openjpa/enhance/PCClassFileTransformer.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.PCDataGenerator","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCDataGenerator.java","src/main/java/org/apache/openjpa/enhance/PCDataGenerator.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.PCEnhancer","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancer.java","src/main/java/org/apache/openjpa/enhance/PCEnhancer.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.PCEnhancerAgent","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancerAgent.java","src/main/java/org/apache/openjpa/enhance/PCEnhancerAgent.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.PCRegistry","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCRegistry.java","src/main/java/org/apache/openjpa/enhance/PCRegistry.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.PCSubclassValidator","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCSubclassValidator.java","src/main/java/org/apache/openjpa/enhance/PCSubclassValidator.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.PersistenceCapable","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PersistenceCapable.java","src/main/java/org/apache/openjpa/enhance/PersistenceCapable.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.RedefinitionHelper","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/RedefinitionHelper.java","src/main/java/org/apache/openjpa/enhance/RedefinitionHelper.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.ReflectingPersistenceCapable","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ReflectingPersistenceCapable.java","src/main/java/org/apache/openjpa/enhance/ReflectingPersistenceCapable.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.Reflection","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/Reflection.java","src/main/java/org/apache/openjpa/enhance/Reflection.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.RuntimeUnenhancedClassesModes","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/RuntimeUnenhancedClassesModes.java","src/main/java/org/apache/openjpa/enhance/RuntimeUnenhancedClassesModes.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.StateManager","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/StateManager.java","src/main/java/org/apache/openjpa/enhance/StateManager.java"
